d_codigo,d_asenta,d_tipo_asenta,D_mnpio,d_estado,d_ciudad
01000,San Ángel,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01010,Los Alpes,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01020,Guadalupe Inn,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01030,Axotla,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01030,Florida,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01040,Campestre,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01049,Tlacopac,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01060,Altavista,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01060,San Ángel Inn,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01070,Chimalistac,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01080,Progreso Tizapan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01089,Ermita Tizapan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01090,La Otra Banda,Barrio,Álvaro Obregón,Ciudad de México,Ciudad de México
01090,Loreto,Barrio,Álvaro Obregón,Ciudad de México,Ciudad de México
01090,Tizapan,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01100,Pólvora,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01109,La Conchita,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01110,Belém de las Flores,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01110,El Capulín,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01110,Ampliación El Capulín,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01110,Liberales de 1857,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01120,Acueducto,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01120,Cove,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01120,Hidalgo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01120,Las Américas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01125,Ampliación Acueducto,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01130,Paraíso,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01130,Molino de Santo Domingo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01130,Real del Monte,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01139,Reacomodo Pino Suárez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01140,Bellavista,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01140,José Maria Pino Suárez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01150,Cristo Rey,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01150,Tolteca,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01160,Bosque,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01160,Isidro Fabela,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01160,Maria G. de García Ruiz,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01160,1a Victoria,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01170,Abraham M. González,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01180,Carola,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01180,8 de Agosto,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01180,San Pedro de los Pinos,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01200,Arturo Martínez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01210,Santa Fe,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01219,Lomas de Santa Fe,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01220,La Estrella,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01220,Bonanza,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01220,Cuevitas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01220,El Cuernito,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01220,Mártires de Tacubaya,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01220,Zenón Delgado,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01230,Campo de Tiro los Gamitos,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01230,Los Gamitos,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01230,Tlapechico,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01230,El Piru Santa Fe,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01230,El Piru 2a Ampliación,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01239,La Huerta,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01240,Pueblo Nuevo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01250,El Árbol,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01250,Ladera,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01250,Lomas de Nuevo México,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01250,Margarita Maza de Juárez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01250,Tecolalco,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01259,Ampliación La Cebada,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01259,La Mexicana 2a Ampliación,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01260,Calzada Jalalpa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01260,La Mexicana,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01260,Ampliación La Mexicana,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01260,La Palmita,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01260,Liberación Proletaria,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01269,1a Sección Cañada,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01269,2a Sección Cañada,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01270,El Tejocote,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01270,La Presa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01270,Golondrinas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01270,Golondrinas 1a Sección,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01270,Golondrinas 2a Sección,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01270,Lomas de Capula,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01275,Villa Solidaridad,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01276,El Pirul,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01278,Desarrollo Urbano,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01279,Lomas de Becerra,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01280,Arvide,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01280,El Pocito,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01280,Francisco Villa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01280,La Joya,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01285,El Rodeo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01289,Reacomodo El Cuernito,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01290,Piloto Adolfo López Mateos,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01290,Presidentes,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01296,Jalalpa Tepito 2a Ampliación,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01296,Ampliación Jalalpa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01296,Jalalpa Tepito,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01298,Ampliación Piloto Adolfo López Mateos,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01299,1a Ampliación Presidentes,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01299,2a Ampliación Presidentes,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01310,San Gabriel,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01320,Carlos A. Madrazo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01330,Paseo de las Lomas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01340,Bejero del Pueblo Santa Fe,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01376,Santa Fe,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01376,Santa Fe Peña Blanca,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01376,Santa Fe La Loma,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01376,Santa Fe Centro Ciudad,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01377,Jalalpa El Grande,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01389,Santa Fe Tlayapaca,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01400,Olivar del Conde 1a Sección,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01400,Preconcreto,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01407,Galeana,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01408,Olivar del Conde 2a Sección,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01410,Barrio Norte,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01410,Palmas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01419,Minas Cristo Rey,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01420,Sacramento,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01420,Santa María Nonoalco,Barrio,Álvaro Obregón,Ciudad de México,Ciudad de México
01430,Colina del Sur,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01450,Hogar y Redención,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01460,Alfonso XIII,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01470,Alfalfar,Barrio,Álvaro Obregón,Ciudad de México,Ciudad de México
01470,Molino de Rosas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01480,Lomas de Plateros,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01490,La Cascada,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01500,Santa Lucía,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01500,Miguel Gaona Armenta,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01509,Santa Lucía Chantepec,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01510,Garcimarrero,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01510,La Araña,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01510,Los Cedros,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01520,Ampliación Los Pirules,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01520,Estado de Hidalgo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01520,Ampliación Estado de Hidalgo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01520,Piru Santa Lucía,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01520,El Politoco,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01530,Corpus Christy,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01538,Tepopotla,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01539,Acuilotla,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01539,Cooperativa Unión Olivos,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01540,Balcones de Cehuayo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01540,Cehuaya,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01540,Llano Redondo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01540,Punta de Cehuaya,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01548,Villa Progresista,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01549,Dos Ríos del Pueblo Santa Lucía,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01550,Tepeaca,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01550,Ampliación Tepeaca,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01550,Rinconada Las Cuevitas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01560,Ave Real,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01560,Canutillo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01560,Canutillo 3a Sección,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01560,Canutillo 2a Sección,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01566,Hueytlale,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01569,Reacomodo Valentín Gómez Farías,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01588,Tarango,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01590,El Rincón,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01600,Merced Gómez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01610,Colinas de Tarango,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01610,Profesor J. Arturo López Martínez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01618,Arcos Centenario,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01618,Ex-Hacienda de Tarango,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01619,La Martinica,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01619,Rinconada de Tarango,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01620,Lomas de Tarango,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01630,Lomas de Puerta Grande,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01630,Puerta Grande,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01630,Los Juristas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01640,Herón Proal,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01645,Ponciano Arriaga,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01650,La Milagrosa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01650,Palmas Axotitla,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01650,Tlacuitlapa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01650,Ampliación Tlacuitlapa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01650,2o Reacomodo Tlacuitlapa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01650,El Ruedo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01650,Santa Lucía Chantepec,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01700,La Joyita del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01700,Ocotillos del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01700,San Agustín del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01700,2a Del Moral del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01700,Tecalcapa del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01700,Tetelpan,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01708,El Encino del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01708,El Mirador del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01710,Las Águilas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01710,Ampliación Alpes,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01720,Lomas de Guadalupe,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01729,Alcantarilla,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01730,Lomas de las Águilas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01730,Puente Colorado,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01740,La Peñita del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01740,San Clemente Norte,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01740,San Clemente Sur,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01750,Las Águilas 1a Sección,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01750,Las Águilas 2o Parque,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01750,Las Águilas 3er Parque,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01759,Ampliación Las Águilas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01760,Atlamaya,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01760,Flor de María,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01760,La Herradura del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01770,La Angostura,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01770,San José del Olivar,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01780,Olivar de los Padres,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01780,Tizampampano del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01789,Miguel Hidalgo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01790,Lomas de los Ángeles del Pueblo Tetelpan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01790,Lomas de San Ángel Inn,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01800,San Bartolo Ameyalco,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01807,Rancho San Francisco Pueblo San Bartolo Ameyalco,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01810,Villa Verdún,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01820,Lomas Axomiatla,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01820,Ejido San Mateo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01830,Santa Rosa Xochiac,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México
01840,Torres de Potrero,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01849,Rincón de la Bolsa,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01849,Rancho del Carmen del Pueblo San Bartolo Ameyalco,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01857,Lomas de Chamontoya,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01859,Tlacoyaque,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01860,Lomas de La Era,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01863,Lomas del Capulín,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01870,Lomas de los Cedros,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01900,Jardines del Pedregal,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
01904,San Jerónimo Aculco,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México
02000,Centro de Azcapotzalco,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02010,Los Reyes,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02010,San Rafael,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02010,Nuevo Barrio San Rafael,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02020,San Marcos,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02020,Santo Tomás,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02040,Del Maestro,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02040,San Sebastián,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02050,Libertad,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02050,Santa María Malinalco,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02060,Sindicato Mexicano de Electricistas,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02060,Un Hogar Para Cada Trabajador,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02070,Del Recreo,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02070,Nextengo,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02080,Clavería,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02080,Sector Naval,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02090,San Álvaro,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02099,Ángel Zimbrón,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02100,El Rosario,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02120,San Martín Xochinahuac,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02128,Nueva El Rosario,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02129,Nueva España,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02130,Tierra Nueva,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02140,Santa Inés,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02150,Pasteros,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02160,Santo Domingo,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02200,Reynosa Tamaulipas,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02230,Santa Bárbara,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02240,San Andrés,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02240,San Andrés,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02250,Santa Catarina,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02300,Industrial Vallejo,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02310,Ferrería,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02320,San Andrés de las Salinas,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02330,Huautla de las Salinas,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02340,Santa Cruz de las Salinas,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02360,Las Salinas,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02400,San Juan Tlihuaca,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02410,Prados del Rosario,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02420,Ex-Hacienda El Rosario,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02440,Providencia,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02459,Tezozomoc,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02460,La Preciosa,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02470,Ampliación Petrolera,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02480,Petrolera,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02490,San Mateo,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02500,Unidad Cuitláhuac,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02519,El Jagüey,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02520,Estación Pantaco,Equipamiento,Azcapotzalco,Ciudad de México,Ciudad de México
02530,Jardín Azpeitia,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02600,Pro-Hogar,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02630,Coltongo,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02630,Coltongo,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02640,Monte Alto,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02650,Trabajadores de Hierro,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02660,Euzkadi,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02670,Cosmopolita,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02680,Potrero del Llano,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02700,San Miguel Amantla,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02710,San Pedro Xalpa,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02719,Ampliación San Pedro Xalpa,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02720,San Antonio,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02720,San Bartolo Cahualtongo,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02730,San Francisco Tetecala,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02750,Santiago Ahuizotla,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02760,Industrial San Antonio,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02760,Santa Lucía,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02770,Santa Cruz Acayucan,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02780,Plenitud,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02790,Santa Apolonia,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02800,Nueva Santa María,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02810,Ignacio Allende,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02810,Victoria de las Democracias,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02830,San Bernabé,Barrio,Azcapotzalco,Ciudad de México,Ciudad de México
02840,Obrero Popular,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02860,Tlatilco,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02870,San Salvador Xochimanca,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02900,Aguilera,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02910,Aldana,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02920,Ampliación Cosmopolita,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02930,Liberación,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02940,Porvenir,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02950,Del Gas,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02960,San Francisco Xocotitla,Pueblo,Azcapotzalco,Ciudad de México,Ciudad de México
02970,Ampliación Del Gas,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02980,Arenal,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02980,Patrimonio Familiar,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
02990,La Raza,Colonia,Azcapotzalco,Ciudad de México,Ciudad de México
03000,Piedad Narvarte,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03010,Atenor Salas,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03020,Narvarte Poniente,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03023,Narvarte Oriente,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03100,Del Valle Centro,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03100,Insurgentes San Borja,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03103,Del Valle Norte,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03104,Del Valle Sur,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03200,Tlacoquemécatl,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
03230,Actipan,Colonia,Benito Juárez,Ciudad de México,Ciudad de México
